idTransaction;idBien;dateMutation;valeurFonciere
5544;5544;27/01/2020;132000
5545;5545;27/01/2020;125000
5546;5546;27/01/2020;253000
5547;5547;27/01/2020;182000
5548;5548;27/01/2020;231000
5549;5549;27/01/2020;170000
5550;5550;27/01/2020;165000
5551;5551;27/01/2020;113000
5552;5552;27/01/2020;117500
5553;5553;27/01/2020;338000
5554;5554;27/01/2020;298000
5555;5555;27/01/2020;251700
5556;5556;27/01/2020;1311953
5557;5557;27/01/2020;247000
5558;5558;27/01/2020;170000
5559;5559;27/01/2020;480000
5560;5560;27/01/2020;228655
5561;5561;27/01/2020;653000
5562;5562;27/01/2020;265000
5563;5563;27/01/2020;485000
5564;5564;27/01/2020;200000
5565;5565;27/01/2020;214900
5566;5566;27/01/2020;278300
5567;5567;11/02/2020;470000
5568;5568;27/01/2020;665000
5569;5569;27/01/2020;475500
5570;5570;27/01/2020;162200
5571;5571;27/01/2020;416000
5572;5572;27/01/2020;1155000
5573;5573;27/01/2020;530106
5574;5574;27/01/2020;182000
5575;5575;27/01/2020;941580
5576;5576;27/01/2020;397800
5577;5577;27/01/2020;736950
5578;5578;27/01/2020;310110
5579;5579;27/01/2020;147000
5580;5580;27/01/2020;212000
5581;5581;27/01/2020;163795
5582;5582;27/01/2020;90000
5583;5583;27/01/2020;160000
5584;5584;27/01/2020;268750
5585;5585;27/01/2020;194240
5586;5586;27/01/2020;192000
5587;5587;27/05/2020;224000
5588;5588;27/01/2020;193800
5589;5589;27/01/2020;85000
5590;5590;27/01/2020;7000
5591;5591;27/01/2020;75865
5592;5592;05/06/2020;218000
5593;5593;10/06/2020;235000
5594;5594;27/01/2020;190000
5595;5595;27/01/2020;161100
5596;5596;27/01/2020;283000
5597;5597;27/01/2020;239700
5598;5598;27/01/2020;234600
5599;5599;27/01/2020;246300
5600;5600;27/01/2020;217000
5601;5601;27/01/2020;79000
5602;5602;24/02/2020;139000
5603;5603;27/01/2020;151000
5604;5604;27/01/2020;279000
5605;5605;18/02/2020;273300
5606;5606;27/01/2020;94000
5607;5607;27/01/2020;110000
5608;5608;18/05/2020;139000
5609;5609;27/01/2020;82000
5610;5610;27/01/2020;180860
5611;5611;27/01/2020;223000
5612;5612;27/01/2020;195000
5613;5613;27/01/2020;136000
5614;5614;18/02/2020;103500
5615;5615;27/01/2020;283000
5616;5616;27/01/2020;90454
5617;5617;27/01/2020;196600
5618;5618;28/01/2020;358000
5619;5619;28/01/2020;185000
5620;5620;22/04/2020;223905
5621;5621;28/01/2020;210000
5622;5622;28/01/2020;592487
5623;5623;28/01/2020;203000
5624;5624;28/01/2020;770000
5625;5625;28/01/2020;288000
5626;5626;28/01/2020;199900
5627;5627;28/01/2020;380000
5628;5628;28/01/2020;622850
5629;5629;28/01/2020;170625
5630;5630;28/01/2020;540000
5631;5631;28/01/2020;78000
5632;5632;28/01/2020;125000
5633;5633;28/01/2020;167995
5634;5634;28/01/2020;93000
5635;5635;28/01/2020;73000
5636;5636;28/01/2020;130000
5637;5637;28/01/2020;215000
5638;5638;28/01/2020;325000
5639;5639;28/01/2020;116000
5640;5640;28/01/2020;33500
5641;5641;10/02/2020;33308
5642;5642;28/01/2020;81000
5643;5643;28/01/2020;78000
5644;5644;28/01/2020;115000
5645;5645;28/01/2020;270000
5646;5646;28/01/2020;119183
5647;5647;28/01/2020;142000
5648;5648;28/01/2020;127000
5649;5649;03/03/2020;119000
5650;5650;17/03/2020;140000
5651;5651;28/01/2020;649000
5652;5652;28/01/2020;35000
5653;5653;28/01/2020;208000
5654;5654;28/01/2020;78900
5655;5655;30/01/2020;118000
5656;5656;28/01/2020;99450
5657;5657;28/01/2020;54200
5658;5658;14/02/2020;191300
5659;5659;28/01/2020;79000
5660;5660;28/01/2020;116000
5661;5661;28/01/2020;136400
5662;5662;28/01/2020;85000
5663;5663;28/01/2020;48430
5664;5664;28/01/2020;45000
5665;5665;28/01/2020;44000
5666;5666;28/01/2020;77500
5667;5667;28/01/2020;132000
5668;5668;28/01/2020;147500
5669;5669;28/01/2020;75000
5670;5670;28/01/2020;45000
5671;5671;28/01/2020;323100
5672;5672;28/01/2020;191500
5673;5673;28/02/2020;167200
5674;5674;28/01/2020;119000
5675;5675;09/03/2020;77000
5676;5676;28/01/2020;115500
5677;5677;28/01/2020;139500
5678;5678;28/01/2020;320000
5679;5679;28/01/2020;85000
5680;5680;28/01/2020;106300
5681;5681;28/01/2020;42000
5682;5682;28/01/2020;81800
5683;5683;28/01/2020;63000
5684;5684;28/01/2020;40000
5685;5685;28/01/2020;245000
5686;5686;28/01/2020;194430
5687;5687;28/01/2020;115700
5688;5688;28/01/2020;195000
5689;5689;28/01/2020;62000
5690;5690;28/01/2020;82353
5691;5691;28/01/2020;91500
5692;5692;28/01/2020;169500
5693;5693;14/02/2020;150100
5694;5694;28/01/2020;148300
5695;5695;28/01/2020;81600
5696;5696;28/01/2020;75500
5697;5697;28/01/2020;60200
5698;5698;28/01/2020;149600
5699;5699;28/01/2020;55000
5700;5700;28/01/2020;135000
5701;5701;28/01/2020;86000
5702;5702;28/01/2020;162000
5703;5703;28/01/2020;135000
5704;5704;28/01/2020;56000
5705;5705;09/03/2020;50000
5706;5706;28/01/2020;215000
5707;5707;28/01/2020;115000
5708;5708;28/01/2020;219500
5709;5709;28/01/2020;82500
5710;5710;28/01/2020;117000
5711;5711;28/01/2020;59900
5712;5712;28/01/2020;79000
5713;5713;28/01/2020;60060
5714;5714;28/01/2020;68000
5715;5715;28/01/2020;3000
5716;5716;28/01/2020;55706
5717;5717;28/01/2020;44350
5718;5718;28/01/2020;286200
5719;5719;28/01/2020;124600
5720;5720;28/01/2020;150000
5721;5721;28/01/2020;108500
5722;5722;28/01/2020;86045
5723;5723;28/01/2020;172000
5724;5724;28/01/2020;105200
5725;5725;28/01/2020;73000
5726;5726;28/01/2020;263000
5727;5727;28/01/2020;157000
5728;5728;28/01/2020;89500
5729;5729;28/01/2020;74000
5730;5730;14/02/2020;58000
5731;5731;20/03/2020;85900
5732;5732;15/05/2020;65500
5733;5733;05/06/2020;58290
5734;5734;28/01/2020;355000
5735;5735;23/04/2020;420000
5736;5736;28/01/2020;51000
5737;5737;28/01/2020;90200
5738;5738;28/01/2020;49000
5739;5739;28/01/2020;83000
5740;5740;28/01/2020;54150
5741;5741;28/01/2020;203300
5742;5742;28/01/2020;78000
5743;5743;28/01/2020;183700
5744;5744;24/04/2020;195000
5745;5745;28/01/2020;192500
5746;5746;28/01/2020;525700
5747;5747;28/01/2020;485250
5748;5748;28/01/2020;209050
5749;5749;28/01/2020;540000
5750;5750;26/05/2020;165000
5751;5751;28/01/2020;83000
5752;5752;28/01/2020;414500
5753;5753;28/01/2020;86000
5754;5754;28/01/2020;298000
5755;5755;04/02/2020;479000
5756;5756;28/01/2020;1100000
5757;5757;28/01/2020;264000
5758;5758;28/01/2020;162000
5759;5759;28/01/2020;178000
5760;5760;28/01/2020;353000
5761;5761;28/01/2020;940000
5762;5762;28/01/2020;210000
5763;5763;28/01/2020;3514110
5764;5764;28/01/2020;825050
5765;5765;20/02/2020;212600
5766;5766;28/01/2020;889860
5767;5767;28/01/2020;2607500
5768;5768;28/01/2020;775000
5769;5769;28/01/2020;265500
5770;5770;28/01/2020;341000
5771;5771;28/01/2020;90450
5772;5772;28/01/2020;549000
5773;5773;28/01/2020;506500
5774;5774;28/01/2020;532000
5775;5775;28/01/2020;257740
5776;5776;28/01/2020;288384
5777;5777;28/01/2020;302000
5778;5778;28/01/2020;346000
5779;5779;28/01/2020;265000
5780;5780;28/01/2020;352000
5781;5781;28/01/2020;117000
5782;5782;28/01/2020;1522500
5783;5783;28/01/2020;2153950
5784;5784;28/01/2020;1509450
5785;5785;28/01/2020;249000
5786;5786;28/01/2020;1405000
5787;5787;29/05/2020;601000
5788;5788;28/01/2020;448550
5789;5789;28/01/2020;674000
5790;5790;28/01/2020;214150
5791;5791;28/01/2020;409000
5792;5792;28/01/2020;112000
5793;5793;28/01/2020;173800
5794;5794;28/01/2020;282000
5795;5795;28/01/2020;100000
5796;5796;28/01/2020;310000
5797;5797;28/01/2020;193000
5798;5798;28/01/2020;289000
5799;5799;28/01/2020;457000
5800;5800;28/01/2020;189000
5801;5801;28/01/2020;57000
5802;5802;28/01/2020;195000
5803;5803;28/01/2020;291400
5804;5804;28/01/2020;275000
5805;5805;28/01/2020;80000
5806;5806;28/01/2020;204000
5807;5807;28/01/2020;66250
5808;5808;28/01/2020;248000
5809;5809;28/01/2020;389000
5810;5810;28/01/2020;140000
5811;5811;28/01/2020;106000
5812;5812;28/01/2020;42000
5813;5813;28/02/2020;53800
5814;5814;28/01/2020;140000
5815;5815;28/01/2020;172500
5816;5816;13/05/2020;148000
5817;5817;28/01/2020;219700
5818;5818;28/01/2020;58500
5819;5819;15/05/2020;55000
5820;5820;28/01/2020;146000
5821;5821;28/01/2020;142700
5822;5822;16/06/2020;340000
5823;5823;28/01/2020;476100
5824;5824;28/01/2020;120000
5825;5825;28/01/2020;93000
5826;5826;28/01/2020;147300
5827;5827;28/01/2020;131500
5828;5828;28/01/2020;41000
5829;5829;28/01/2020;79000
5830;5830;28/01/2020;43000
5831;5831;28/01/2020;264730
5832;5832;28/01/2020;100500
5833;5833;12/03/2020;47000
5834;5834;28/01/2020;130000
5835;5835;28/01/2020;104500
5836;5836;28/05/2020;71400
5837;5837;28/01/2020;81500
5838;5838;28/01/2020;133000
5839;5839;28/01/2020;32500
5840;5840;28/01/2020;96000
5841;5841;28/01/2020;39100
5842;5842;05/02/2020;19500
5843;5843;06/03/2020;61000
5844;5844;28/01/2020;107000
5845;5845;28/01/2020;173000
5846;5846;30/01/2020;124000
5847;5847;22/05/2020;192500
5848;5848;28/01/2020;120920
5849;5849;28/01/2020;339000
5850;5850;28/01/2020;106260
5851;5851;28/01/2020;60000
5852;5852;28/01/2020;190000
5853;5853;28/01/2020;104000
5854;5854;30/01/2020;117000
5855;5855;26/02/2020;70000
5856;5856;28/02/2020;96000
5857;5857;22/05/2020;122000
5858;5858;02/06/2020;107000
5859;5859;28/01/2020;148000
5860;5860;28/01/2020;245000
5861;5861;28/01/2020;200000
5862;5862;28/01/2020;247000
5863;5863;12/03/2020;264850
5864;5864;28/01/2020;209000
5865;5865;28/01/2020;1037200
5866;5866;28/01/2020;325000
5867;5867;28/01/2020;213000
5868;5868;28/01/2020;440000
5869;5869;28/01/2020;282800
5870;5870;28/01/2020;473000
5871;5871;28/01/2020;195000
5872;5872;28/01/2020;149940
5873;5873;28/01/2020;825700
5874;5874;28/01/2020;194000
5875;5875;27/02/2020;167000
5876;5876;28/01/2020;408500
5877;5877;28/01/2020;230000
5878;5878;12/06/2020;252000
5879;5879;28/01/2020;310400
5880;5880;28/01/2020;249000
5881;5881;28/01/2020;346000
5882;5882;28/01/2020;254330
5883;5883;28/01/2020;140000
5884;5884;28/01/2020;222450
5885;5885;28/01/2020;163000
5886;5886;04/02/2020;135000
5887;5887;28/01/2020;219000
5888;5888;28/01/2020;265000
5889;5889;28/01/2020;104000
5890;5890;28/01/2020;341400
5891;5891;10/02/2020;283840
5892;5892;20/03/2020;328000
5893;5893;12/05/2020;251610
5894;5894;28/01/2020;167000
5895;5895;29/05/2020;183962
5896;5896;28/01/2020;160000
5897;5897;28/01/2020;202000
5898;5898;28/01/2020;450000
5899;5899;28/01/2020;225000
5900;5900;02/03/2020;115000
5901;5901;28/01/2020;262000
5902;5902;28/01/2020;255000
5903;5903;28/01/2020;98000
5904;5904;28/01/2020;320000
5905;5905;28/01/2020;233250
5906;5906;28/01/2020;447000
5907;5907;28/01/2020;176000
5908;5908;08/06/2020;175500
5909;5909;28/01/2020;312000
5910;5910;28/01/2020;917000
5911;5911;28/01/2020;327000
5912;5912;28/01/2020;308000
5913;5913;28/01/2020;280000
5914;5914;28/01/2020;205500
5915;5915;28/01/2020;358500
5916;5916;28/01/2020;20000
5917;5917;28/01/2020;327000
5918;5918;28/01/2020;159900
5919;5919;28/01/2020;318000
5920;5920;28/01/2020;139000
5921;5921;28/01/2020;88000
5922;5922;28/01/2020;82700
5923;5923;28/01/2020;95886
5924;5924;17/02/2020;190000
5925;5925;28/01/2020;160000
5926;5926;11/06/2020;129000
5927;5927;29/01/2020;580450
5928;5928;17/06/2020;595600
5929;5929;29/01/2020;486415
5930;5930;29/01/2020;128015
5931;5931;29/01/2020;105000
5932;5932;29/01/2020;75000
5933;5933;29/01/2020;75000
5934;5934;10/02/2020;49000
5935;5935;29/01/2020;140075
5936;5936;29/01/2020;243522
5937;5937;29/01/2020;304560
5938;5938;29/01/2020;499760
5939;5939;29/01/2020;220500
5940;5940;18/02/2020;127050
5941;5941;29/01/2020;87000
5942;5942;20/02/2020;617785
5943;5943;29/01/2020;96000
5944;5944;29/01/2020;229000
5945;5945;29/01/2020;115200
5946;5946;29/01/2020;84500
5947;5947;29/01/2020;134800
5948;5948;29/01/2020;157000
5949;5949;29/01/2020;119000
5950;5950;29/01/2020;45110
5951;5951;14/03/2020;162000
5952;5952;21/04/2020;85000
5953;5953;29/01/2020;142000
5954;5954;29/01/2020;152611
5955;5955;29/01/2020;32000
5956;5956;29/01/2020;46000
5957;5957;29/01/2020;53500
5958;5958;29/01/2020;53200
5959;5959;29/01/2020;95500
5960;5960;29/01/2020;82000
5961;5961;29/01/2020;54500
5962;5962;29/01/2020;172000
5963;5963;29/01/2020;159000
5964;5964;29/01/2020;55100
5965;5965;29/01/2020;72800
5966;5966;29/01/2020;48000
5967;5967;07/05/2020;55000
5968;5968;29/01/2020;113380
5969;5969;29/01/2020;41000
5970;5970;29/01/2020;347000
5971;5971;29/01/2020;103000
5972;5972;12/05/2020;78500
5973;5973;22/05/2020;68700
5974;5974;29/01/2020;82500
5975;5975;29/01/2020;50000
5976;5976;29/01/2020;99540
5977;5977;29/01/2020;211550
5978;5978;29/01/2020;246500
5979;5979;29/01/2020;115050
5980;5980;29/01/2020;113000
5981;5981;29/01/2020;171410
5982;5982;29/01/2020;699000
5983;5983;29/01/2020;182000
5984;5984;29/01/2020;230850
5985;5985;29/01/2020;222500
5986;5986;29/01/2020;228000
5987;5987;29/01/2020;279800
5988;5988;29/01/2020;219000
5989;5989;29/01/2020;295546
5990;5990;29/01/2020;90755
5991;5991;30/01/2020;64260
5992;5992;19/02/2020;66200
5993;5993;29/01/2020;179830
5994;5994;29/01/2020;135000
5995;5995;29/01/2020;164700
5996;5996;29/01/2020;141000
5997;5997;29/01/2020;350000
5998;5998;29/01/2020;144000
5999;5999;29/05/2020;125000
6000;6000;29/01/2020;194000
6001;6001;29/01/2020;124550
6002;6002;29/01/2020;208850
6003;6003;29/01/2020;289000
6004;6004;29/01/2020;215000
6005;6005;29/01/2020;45284
6006;6006;29/01/2020;110000
6007;6007;18/02/2020;101505
6008;6008;24/02/2020;96000
6009;6009;12/06/2020;101000
6010;6010;29/01/2020;126000
6011;6011;29/01/2020;115000
6012;6012;29/01/2020;115500
6013;6013;29/01/2020;145000
6014;6014;29/01/2020;157300
6015;6015;29/01/2020;77100
6016;6016;29/01/2020;275000
6017;6017;29/01/2020;84350
6018;6018;29/01/2020;214500
6019;6019;29/01/2020;235900
6020;6020;14/02/2020;459056
6021;6021;14/02/2020;595000
6022;6022;29/01/2020;248500
6023;6023;29/01/2020;183500
6024;6024;13/02/2020;79800
6025;6025;29/01/2020;261900
6026;6026;29/01/2020;77430
6027;6027;29/01/2020;78000
6028;6028;15/04/2020;90000
6029;6029;29/01/2020;75000
6030;6030;29/01/2020;114000
6031;6031;29/01/2020;45000
6032;6032;15/04/2020;35000
6033;6033;29/01/2020;54200
6034;6034;08/02/2020;44000
6035;6035;29/01/2020;69500
6036;6036;19/05/2020;68000
6037;6037;29/01/2020;36000
6038;6038;31/01/2020;38000
6039;6039;29/01/2020;139900
6040;6040;29/01/2020;77500
6041;6041;29/01/2020;62000
6042;6042;27/02/2020;65500
6043;6043;22/05/2020;99500
6044;6044;29/01/2020;125600
6045;6045;05/02/2020;72000
6046;6046;29/01/2020;51000
6047;6047;29/01/2020;42000
6048;6048;05/02/2020;69111
6049;6049;29/05/2020;31000
6050;6050;11/06/2020;57295
6051;6051;29/01/2020;138000
6052;6052;29/01/2020;132000
6053;6053;29/01/2020;110000
6054;6054;29/01/2020;100000
6055;6055;29/01/2020;106000
6056;6056;29/01/2020;35547
6057;6057;29/01/2020;85000
6058;6058;14/05/2020;68000
6059;6059;29/01/2020;197500
6060;6060;29/01/2020;190000
6061;6061;29/01/2020;64000
6062;6062;29/05/2020;69500
6063;6063;29/01/2020;166300
6064;6064;29/01/2020;282500
6065;6065;29/01/2020;70000
6066;6066;13/02/2020;47000
6067;6067;29/01/2020;107000
6068;6068;29/01/2020;80000
6069;6069;29/01/2020;90000
6070;6070;29/01/2020;200000
6071;6071;30/01/2020;153000
6072;6072;29/01/2020;107500
6073;6073;29/01/2020;1280000
6074;6074;29/01/2020;65000
6075;6075;29/01/2020;40000
6076;6076;29/01/2020;150000
6077;6077;20/02/2020;71500
6078;6078;29/01/2020;280000
6079;6079;29/01/2020;199000
6080;6080;29/01/2020;295000
6081;6081;29/01/2020;98724
6082;6082;29/01/2020;393150
6083;6083;29/01/2020;294000
6084;6084;13/03/2020;325100
6085;6085;29/01/2020;74500
6086;6086;29/01/2020;71500
6087;6087;29/01/2020;40000
6088;6088;29/01/2020;1200000
6089;6089;29/01/2020;263150
6090;6090;29/01/2020;147400
6091;6091;29/01/2020;209600
6092;6092;29/01/2020;147000
6093;6093;29/01/2020;355000
6094;6094;29/01/2020;84000
6095;6095;14/02/2020;141310
6096;6096;29/01/2020;133000
6097;6097;29/01/2020;60950
6098;6098;29/01/2020;466080
6099;6099;29/01/2020;459090
6100;6100;29/01/2020;415000
6101;6101;29/01/2020;1650000
6102;6102;29/01/2020;449500
6103;6103;29/01/2020;317000
6104;6104;24/03/2020;225600
6105;6105;29/01/2020;939420
6106;6106;29/01/2020;1640777
6107;6107;29/01/2020;1430000
6108;6108;29/01/2020;86000
6109;6109;29/01/2020;732520
6110;6110;29/01/2020;317000
6111;6111;29/01/2020;306240
6112;6112;29/01/2020;338100
6113;6113;29/01/2020;292600
6114;6114;29/01/2020;542300
6115;6115;29/01/2020;688500
6116;6116;29/01/2020;1135000
6117;6117;29/01/2020;605550
6118;6118;29/01/2020;359500
6119;6119;29/01/2020;416000
6120;6120;29/01/2020;586538
6121;6121;10/02/2020;357150
6122;6122;29/01/2020;169150
6123;6123;29/01/2020;814700
6124;6124;29/01/2020;754000
6125;6125;29/01/2020;144000
6126;6126;29/01/2020;404400
6127;6127;19/05/2020;246000
6128;6128;29/01/2020;440824
6129;6129;29/01/2020;450470
6130;6130;29/01/2020;134000
6131;6131;29/01/2020;77500
6132;6132;29/01/2020;96000
6133;6133;29/01/2020;85000
6134;6134;29/01/2020;50000
6135;6135;29/01/2020;119000
6136;6136;28/05/2020;110000
6137;6137;29/01/2020;211000
6138;6138;29/01/2020;116000
6139;6139;29/01/2020;95000
6140;6140;29/01/2020;125000
6141;6141;29/01/2020;192200
6142;6142;29/01/2020;143000
6143;6143;29/01/2020;131550
6144;6144;21/04/2020;136100
6145;6145;28/04/2020;100000
6146;6146;29/01/2020;250650
6147;6147;29/01/2020;120000
6148;6148;29/01/2020;230000
6149;6149;29/01/2020;85750
6150;6150;29/01/2020;69000
6151;6151;29/01/2020;252000
6152;6152;29/01/2020;39239
6153;6153;29/01/2020;139000
6154;6154;29/01/2020;393000
6155;6155;29/01/2020;407000
6156;6156;29/01/2020;54000
6157;6157;29/01/2020;85000
6158;6158;29/01/2020;100000
6159;6159;29/01/2020;61000
6160;6160;29/01/2020;155000
6161;6161;29/01/2020;118000
6162;6162;29/01/2020;88000
6163;6163;29/01/2020;82500
6164;6164;29/01/2020;117150
6165;6165;29/01/2020;173000
6166;6166;29/01/2020;8600000
6167;6167;29/01/2020;150450
6168;6168;17/04/2020;159450
6169;6169;06/05/2020;164400
6170;6170;29/01/2020;255000
6171;6171;29/01/2020;94180
6172;6172;29/01/2020;80000
6173;6173;29/01/2020;201000
6174;6174;29/01/2020;126732
6175;6175;29/01/2020;195800
6176;6176;29/01/2020;49500
6177;6177;29/01/2020;368000
6178;6178;29/01/2020;105916
6179;6179;17/03/2020;112000
6180;6180;29/01/2020;154600
6181;6181;29/01/2020;100000
6182;6182;23/04/2020;134200
6183;6183;29/01/2020;157000
6184;6184;29/01/2020;78000
6185;6185;06/03/2020;126000
6186;6186;29/01/2020;169000
6187;6187;29/01/2020;191000
6188;6188;29/01/2020;396466
6189;6189;29/01/2020;82800
6190;6190;29/01/2020;230000
6191;6191;29/01/2020;437300
6192;6192;29/01/2020;270000
6193;6193;29/01/2020;115000
6194;6194;29/01/2020;385000
6195;6195;29/01/2020;633900
6196;6196;29/01/2020;205000
6197;6197;29/01/2020;70000
6198;6198;21/02/2020;280000
6199;6199;29/01/2020;190000
6200;6200;29/01/2020;305600
6201;6201;29/01/2020;147400
6202;6202;29/01/2020;462000
6203;6203;29/01/2020;151249
6204;6204;29/01/2020;285000
6205;6205;29/01/2020;178000
6206;6206;29/01/2020;508000
6207;6207;29/01/2020;400000
6208;6208;15/05/2020;566150
6209;6209;29/01/2020;339212
6210;6210;29/01/2020;197000
6211;6211;29/01/2020;299000
6212;6212;29/01/2020;1006000
6213;6213;29/01/2020;487805
6214;6214;29/01/2020;692000
6215;6215;29/01/2020;175000
6216;6216;29/01/2020;545000
6217;6217;29/01/2020;40000
6218;6218;29/01/2020;338740
6219;6219;29/01/2020;200000
6220;6220;29/01/2020;142500
6221;6221;16/04/2020;176000
6222;6222;29/01/2020;211250
6223;6223;29/01/2020;91800
6224;6224;29/01/2020;133600
6225;6225;29/01/2020;215000
6226;6226;29/01/2020;213000
6227;6227;29/01/2020;172000
6228;6228;29/01/2020;119000
6229;6229;29/01/2020;77000
6230;6230;29/01/2020;308000
6231;6231;29/01/2020;270000
6232;6232;29/01/2020;286400
6233;6233;29/01/2020;257000
6234;6234;05/02/2020;292000
6235;6235;05/02/2020;240000
6236;6236;29/01/2020;325500
6237;6237;29/01/2020;119500
6238;6238;29/01/2020;568000
6239;6239;29/01/2020;1230000
6240;6240;29/01/2020;128945
6241;6241;26/02/2020;140100
6242;6242;28/04/2020;305100
6243;6243;29/01/2020;132000
6244;6244;29/01/2020;155500
6245;6245;04/02/2020;198300
6246;6246;29/01/2020;132000
6247;6247;03/03/2020;70000
6248;6248;29/01/2020;202000
6249;6249;29/01/2020;75000
6250;6250;29/01/2020;169000
6251;6251;29/01/2020;150350
6252;6252;29/01/2020;138000
6253;6253;29/01/2020;48000
6254;6254;30/01/2020;128810
6255;6255;30/01/2020;50000
6256;6256;30/01/2020;570840
6257;6257;30/01/2020;40000
6258;6258;30/01/2020;66450
6259;6259;30/01/2020;347000
6260;6260;30/01/2020;145000
6261;6261;19/05/2020;205000
6262;6262;30/01/2020;100000
6263;6263;30/01/2020;307500
6264;6264;30/01/2020;238100
6265;6265;30/01/2020;20000
6266;6266;30/01/2020;1196000
6267;6267;30/01/2020;376150
6268;6268;30/01/2020;148113
6269;6269;30/01/2020;50400
6270;6270;30/01/2020;293000
6271;6271;30/01/2020;408000
6272;6272;30/01/2020;95000
6273;6273;30/01/2020;96500
6274;6274;30/01/2020;127000
6275;6275;30/01/2020;57000
6276;6276;30/01/2020;91000
6277;6277;30/01/2020;57000
6278;6278;30/01/2020;100000
6279;6279;30/01/2020;76000
6280;6280;30/01/2020;91000
6281;6281;30/01/2020;76950
6282;6282;04/02/2020;78850
6283;6283;07/05/2020;215000
6284;6284;30/01/2020;164800
6285;6285;30/01/2020;99000
6286;6286;30/01/2020;298000
6287;6287;30/01/2020;72000
6288;6288;30/01/2020;112250
6289;6289;30/01/2020;144600
6290;6290;30/01/2020;88000
6291;6291;30/01/2020;217000
6292;6292;30/01/2020;356000
6293;6293;30/01/2020;113150
6294;6294;30/01/2020;55000
6295;6295;30/01/2020;75000
6296;6296;30/01/2020;40000
6297;6297;30/01/2020;84000
6298;6298;30/01/2020;273000
6299;6299;30/01/2020;73000
6300;6300;30/01/2020;81500
6301;6301;30/01/2020;59000
6302;6302;30/01/2020;131000
6303;6303;30/01/2020;167000
6304;6304;30/01/2020;265000
6305;6305;04/06/2020;200000
6306;6306;30/01/2020;161000
6307;6307;30/01/2020;68000
6308;6308;06/03/2020;79000
6309;6309;30/01/2020;268000
6310;6310;30/01/2020;280000
6311;6311;30/01/2020;133000
6312;6312;30/01/2020;71500
6313;6313;30/01/2020;55000
6314;6314;30/01/2020;130000
6315;6315;06/06/2020;38000
6316;6316;30/01/2020;38000
6317;6317;30/01/2020;271200
6318;6318;31/01/2020;62200
6319;6319;30/01/2020;79999
6320;6320;30/01/2020;51000
6321;6321;30/01/2020;60300
6322;6322;30/01/2020;121800
6323;6323;30/01/2020;137000
6324;6324;30/01/2020;73000
6325;6325;30/01/2020;165000
6326;6326;30/01/2020;121400
6327;6327;30/01/2020;120500
6328;6328;28/05/2020;132100
6329;6329;10/06/2020;102900
6330;6330;30/01/2020;115500
6331;6331;30/01/2020;143000
6332;6332;30/01/2020;85000
6333;6333;30/01/2020;133150
6334;6334;02/03/2020;85000
6335;6335;30/01/2020;222000
6336;6336;30/01/2020;177450
6337;6337;30/01/2020;159574
6338;6338;30/01/2020;75000
6339;6339;30/01/2020;172900
6340;6340;30/01/2020;60000
6341;6341;30/01/2020;155000
6342;6342;30/04/2020;143250
6343;6343;30/01/2020;262000
6344;6344;30/01/2020;90000
6345;6345;30/01/2020;160000
6346;6346;30/01/2020;243750
6347;6347;30/01/2020;535150
6348;6348;30/01/2020;216565
6349;6349;30/01/2020;147620
6350;6350;30/01/2020;393800
6351;6351;30/01/2020;307650
6352;6352;30/01/2020;239100
6353;6353;30/01/2020;205600
6354;6354;30/01/2020;480000
6355;6355;30/01/2020;155000
6356;6356;30/01/2020;210000
6357;6357;30/01/2020;193000
6358;6358;30/01/2020;175500
6359;6359;14/05/2020;147850
6360;6360;30/01/2020;372000
6361;6361;30/01/2020;149000
6362;6362;30/01/2020;51000
6363;6363;30/01/2020;140000
6364;6364;30/01/2020;420000
6365;6365;30/01/2020;43000
6366;6366;30/01/2020;73500
6367;6367;30/01/2020;195700
6368;6368;30/01/2020;120000
6369;6369;30/01/2020;119900
6370;6370;30/01/2020;23000
6371;6371;30/01/2020;35000
6372;6372;30/01/2020;40000
6373;6373;30/01/2020;24000
6374;6374;30/01/2020;177500
6375;6375;30/01/2020;177000
6376;6376;30/01/2020;95800
6377;6377;30/01/2020;302390
6378;6378;30/01/2020;83510
6379;6379;30/01/2020;82000
6380;6380;30/01/2020;228530
6381;6381;30/01/2020;123500
6382;6382;30/01/2020;116500
6383;6383;30/01/2020;73500
6384;6384;30/01/2020;145000
6385;6385;30/01/2020;124000
6386;6386;30/01/2020;155500
6387;6387;03/02/2020;112000
6388;6388;11/06/2020;109000
6389;6389;30/01/2020;142000
6390;6390;30/01/2020;160000
6391;6391;30/01/2020;144700
6392;6392;30/01/2020;157000
6393;6393;31/01/2020;147000
6394;6394;24/02/2020;207000
6395;6395;30/01/2020;108500
6396;6396;07/02/2020;51000
6397;6397;28/02/2020;122500
6398;6398;14/05/2020;107000
6399;6399;15/05/2020;78000
6400;6400;30/01/2020;85500
6401;6401;30/01/2020;199116
6402;6402;30/01/2020;127541
6403;6403;30/01/2020;147060
6404;6404;30/01/2020;1021
6405;6405;02/03/2020;5000
6406;6406;30/01/2020;97810
6407;6407;30/01/2020;80000
6408;6408;30/01/2020;72999
6409;6409;30/01/2020;74500
6410;6410;30/01/2020;57500
6411;6411;22/04/2020;106500
6412;6412;30/01/2020;161030
6413;6413;30/01/2020;133000
6414;6414;30/01/2020;165000
6415;6415;30/01/2020;234000
