idBien;surfaceCarrez;codeTypeLocal;surfaceReelle;nbrePiecePrincipale;idAdresse;idBien_fusionne
4975;104,76;2;95;1;4134;4134-AB-178-319
4976;21,27;2;22;1;4135;4135-AY-81-67
4977;14,61;2;16;1;4136;4136-BH-54-10
4978;56,61;2;55;3;4137;4137-AC-65-12
4979;10,22;2;10;1;4138;4138-BD-22-78
4980;50,67;2;55;2;4139;4139-AL-63-36
4981;211,07;2;205;7;4140;4140-AP-19-11
4982;162,11;2;158;5;4140;4140-AP-19-12
4983;35,61;2;35;2;4141;4141-BW-87-35
4984;166,19;2;166;6;4142;4142-AA-99-7
4985;139,83;2;141;6;4143;4143-AJ-17-21
4986;26,46;2;26;1;4144;4144-AZ-84-1074
4987;40,35;2;41;2;4145;4145-AE-45-111
4988;47,57;2;46;3;4146;4146-BL-61-15
4989;49;2;50;3;4146;4146-BL-61-5
4990;38,4;2;24;3;4147;4147-AE-22-5
4991;27,65;2;25;2;4147;4147-AE-22-9
4992;12,8;2;12;1;4148;4148-AR-49-82
4993;57;2;54;3;4149;4149-AS-67-10
4994;26,28;2;26;1;4150;4150-BN-38-7
4995;14,66;2;12;1;4151;4151-CQ-6-48
4996;51,87;2;57;4;4152;4152-CZ-16-92
4997;41,13;2;30;2;4153;4153-DU-18-20
4998;86,86;2;85;2;4154;4154-AI-54-51
4999;70,16;2;65;3;4154;4154-AI-54-116
5000;59,71;2;60;3;4154;4154-AI-54-49
5001;48,03;2;50;3;4155;4155-CX-16-33
5002;22,01;2;20;1;4155;4155-CX-16-21
5003;32,9;2;30;1;4156;4156-CX-27-24
5004;9,25;2;7;1;4157;4157-DR-79-9
5005;102,36;2;95;4;4158;4158-EF-22-14
5006;68,9;2;71;4;4158;4158-EF-22-12
5007;75,76;2;72;4;4158;4158-EF-22-2
5008;102,44;2;103;4;4159;4159-CF-35-12
5009;104,4;2;100;3;4160;4160-CJ-31-85
5010;204,69;2;210;4;4161;4161-DE-5-18
5011;116,79;2;120;5;4162;4162-DN-45-2
5012;36,51;2;37;2;4163;4163-DX-5-8
5013;129,62;2;110;3;4164;4164-FA-34-45
5014;20,03;2;20;1;4164;4164-FA-34-30
5015;92,8;2;92;3;4165;4165-AY-14-13
5016;39,51;2;35;1;4166;4166-BL-29-72
5017;58,81;2;39;1;4166;4166-BL-29-84
5018;22,03;2;22;2;4167;4167-AQ-88-13
5019;44,14;2;45;2;4168;4168-BT-126-20
5020;45,29;2;45;2;4169;4169-BV-23-53
5021;77;2;78;4;4170;4170-CW-26-140
5022;55,98;2;48;2;4171;4171-DI-617-1
5023;44,01;2;44;3;4172;4172-EW-33-8
5024;11,48;2;14;1;4173;4173-AX-5-63
5025;16,02;2;17;1;4173;4173-AX-5-43
5026;85,28;2;87;4;4174;4174-BZ-79-106
5027;53,15;2;52;2;4175;4175-CC-39-247
5028;9,82;2;10;1;4175;4175-CC-39-234
5029;25,91;2;24;2;4176;4176-CV-2-26
5030;77,78;2;72;3;4177;4177-CY-55-27
5031;39,32;2;39;2;4177;4177-CY-55-14
5032;38,66;2;38;1;4177;4177-CY-55-16
5033;58,04;2;60;3;4178;4178-AD-543-10
5034;28,56;2;30;2;4179;4179-AB-234-234
5035;37,37;2;69;3;4180;4180-AR-427-37
5036;77,2;1;77;4;4181;4181-YA-316-81
5037;210,92;1;217;8;4182;4182-AK-1-31
5038;109,05;1;119;5;4183;4183-AW-563-20
5039;22,54;2;22;1;4184;4184-G-234-13
5040;64,77;2;60;2;4185;4185-AN-221-5
5041;36,86;1;38;2;4186;4186-AC-208-1
5042;28,93;2;26;1;4187;4187-AD-399-22
5043;55,43;2;56;3;4188;4188-AD-490-10
5044;85,23;2;86;4;4189;4189-BK-20-615
5045;28,04;2;32;1;4190;4190-AB-198-9
5046;37;2;38;2;4190;4190-AB-198-10
5047;49,12;2;45;3;4191;4191-AK-208-105
5048;77,13;1;77;4;4192;4192-AS-917-20
5049;101,34;1;92;4;4193;4193-ZE-46-34
5050;48,99;2;49;2;4194;4194-AB-1109-646
5051;37,96;2;39;1;4194;4194-AB-1109-635
5052;10,27;2;15;1;4195;4195-AT-248-14
5053;97,6;2;98;4;4196;4196-524-AD-5-417
5054;97,5;2;98;4;4196;4196-524-AD-5-421
5055;88,82;2;85;4;4197;4197-AV-87-56
5056;71,63;2;71;3;4197;4197-AV-87-59
5057;63,99;2;64;3;4198;4198-AO-289-2292
5058;63,84;2;63;3;4198;4198-AO-289-2306
5059;80,87;2;79;4;4199;4199-AB-79-7
5060;26,61;2;27;1;4200;4200-AD-323-1
5061;189,71;1;153;7;4201;4201-AP-250-1
5062;31,69;2;32;1;4202;4202-AP-230-49
5063;57,87;2;56;3;4203;4203-AE-167-11
5064;47,85;2;53;2;4204;4204-BW-125-1
5065;45,29;2;28;2;4205;4205-AN-328-11
5066;126,79;1;110;7;4206;4206-AM-24-17
5067;22,18;2;22;1;4207;4207-AH-333-5
5068;81,75;1;72;4;4208;4208-AB-365-16
5069;30,99;2;30;1;4209;4209-BK-60-409
5070;31,16;2;30;1;4209;4209-BK-60-709
5071;16,23;2;16;1;4210;4210-AX-235-375
5072;25,25;2;25;2;4210;4210-AX-235-155
5073;16,49;2;16;1;4210;4210-AX-235-340
5074;16,24;2;16;1;4210;4210-AX-235-357
5075;18,05;2;18;1;4210;4210-AX-235-387
5076;34,5;2;34;2;4210;4210-AX-235-232
5077;46,76;2;46;1;4211;4211-AV-225-4
5078;66,51;2;69;3;4212;4212-AC-9-12
5079;15,75;2;14;0;4213;4213-BA-298-18
5080;20,04;2;20;1;4214;4214-EO-79-1171
5081;20,35;2;20;1;4214;4214-EO-79-1220
5082;35,74;2;38;2;4215;4215-BT-13-1
5083;26,08;2;26;1;4216;4216-CH-64-43
5084;22,47;2;22;1;4217;4217-AC-672-2303
5085;24,23;2;22;1;4217;4217-AC-672-2116
5086;22,3;2;22;1;4217;4217-AC-672-2228
5087;32,83;2;23;2;4218;4218-AL-2275-10
5088;50,15;2;48;2;4219;4219-AP-585-4
5089;73,41;2;74;3;4220;4220-AO-88-7
5090;72,33;2;73;4;4221;4221-AW-94-465
5091;68,4;2;59;3;4221;4221-AW-94-475
5092;68,84;2;59;3;4221;4221-AW-94-442
5093;70,71;2;73;4;4221;4221-AW-94-488
5094;84,92;2;85;3;4222;4222-BC-412-15
5095;30,35;1;30;2;4223;4223-BO-287-237
5096;30,18;2;30;1;4224;4224-BE-329-19
5097;21,65;2;22;1;4225;4225-AI-343-1072
5098;19,8;2;20;1;4225;4225-AI-343-1021
5099;79;2;24;1;4226;4226-AT-71-3
5100;74,91;2;75;3;4227;4227-BH-1505-397
5101;30,04;2;30;1;4228;4228-BS-29-5
5102;58,38;2;45;1;4229;4229-AL-276-6
5103;23,11;2;32;2;4230;4230-BH-181-6
5104;44,15;2;46;2;4231;4231-BC-103-13
5105;139,63;2;136;5;4232;4232-HT-82-1
5106;127,79;2;120;5;4233;4233-AB-453-15
5107;58,65;2;59;3;4234;4234-AH-334-354
5108;45,82;2;55;3;4235;4235-AI-485-4
5109;65;2;64;3;4236;4236-L-180-125
5110;47,67;2;24;2;4237;4237-AE-245-52
5111;58;2;58;3;4238;4238-AR-283-2006
5112;39,25;2;39;2;4239;4239-AY-191-23
5113;54,5;2;54;2;4240;4240-BE-44-1
5114;64;2;64;3;4241;4241-AD-188-111
5115;56,19;2;68;3;4242;4242-AL-21-49
5116;40,42;2;40;2;4243;4243-ZB-715-3
5117;66,88;2;72;3;4244;4244-AH-854-475
5118;56,34;2;60;3;4244;4244-AH-854-258
5119;78,77;2;88;5;4244;4244-AH-854-403
5120;88,94;2;88;5;4244;4244-AH-854-399
5121;19,02;2;19;1;4245;4245-AH-265-2
5122;23,65;2;23;1;4245;4245-AH-265-6
5123;52,25;2;42;2;4246;4246-AR-67-53
5124;42,44;2;49;2;4247;4247-A-1715-17
5125;28,72;2;30;1;4247;4247-A-1715-7
5126;50,46;2;50;2;4248;4248-AD-245-54
5127;179;1;180;6;4249;4249-AC-127-14
5128;110,88;1;106;6;4250;4250-Z-378-21
5129;39,76;2;39;1;4251;4251-BE-60-212
5130;83,05;2;87;4;4252;4252-AD-51-6
5131;81,1;2;73;3;4253;4253-AK-151-149
5132;52,33;2;51;2;4253;4253-AK-151-157
5133;24,46;2;24;1;4254;4254-K-68-1086
5134;16,94;2;17;1;4255;4255-K-126-18
5135;29,45;2;29;2;4256;4256-AB-3-17
5136;67,25;2;67;3;4257;4257-P-215-5002
5137;83,74;2;83;4;4258;4258-T-395-27
5138;76,7;2;77;4;4258;4258-T-395-4
5139;62,81;2;62;3;4259;4259-AD-444-177
5140;43,4;2;44;2;4260;4260-BC-266-6
5141;29,25;2;27;2;4261;4261-J-13-11
5142;15,84;2;16;1;4262;4262-U-13-44
5143;19,23;2;21;1;4262;4262-U-13-47
5144;56,05;2;60;2;4263;4263-AJ-113-10
5145;18,72;2;24;2;4264;4264-AZ-87-14
5146;84,6;2;84;4;4265;4265-CF-225-1023
5147;22,75;2;22;1;4266;4266-V-305-51
5148;125,49;1;105;4;4267;4267-O-231-1
5149;79,23;2;77;3;4268;4268-S-108-11
5150;40,64;2;41;2;4269;4269-S-85-10
5151;49,06;2;48;2;4270;4270-AR-23-2
5152;70,81;2;76;3;4271;4271-J-159-98
5153;52,47;2;53;2;4271;4271-J-159-73
5154;13,55;2;80;4;4272;4272-R-16-17
5155;66,54;2;63;3;4273;4273-CO-136-108
5156;86,28;2;85;4;4274;4274-AM-4-7
5157;63,82;2;65;3;4275;4275-T-88-412
5158;78,87;2;78;4;4276;4276-L-11-15
5159;61,54;2;62;4;4277;4277-AI-382-131
5160;49,25;2;49;2;4278;4278-AP-115-29
5161;61,55;2;61;3;4279;4279-BI-1115-16
5162;36,28;2;49;2;4280;4280-Z-45-12
5163;55,87;2;54;3;4281;4281-H-256-190
5164;24,2;2;24;2;4282;4282-AC-127-1
5165;46,3;2;46;2;4283;4283-D-433-113
5166;16,28;2;18;1;4284;4284-AX-79-20
5167;75,28;2;75;3;4285;4285-C-147-6
5168;21,08;2;21;1;4285;4285-C-147-7
5169;74,24;2;74;5;4286;4286-C-426-252
5170;33,73;2;39;2;4286;4286-C-426-401
5171;15,95;2;18;1;4287;4287-AG-137-73
5172;61,2;2;61;4;4288;4288-AR-78-25
5173;61,7;2;62;3;4288;4288-AR-78-21
5174;63,68;2;54;2;4289;4289-CE-4-5
5175;27,6;2;25;1;4290;4290-R-26-21
5176;29,44;2;30;1;4291;4291-X-2-4
5177;30,48;2;32;2;4292;4292-C-5-26
5178;41,63;2;42;2;4293;4293-T-350-145
5179;61,7;2;61;3;4294;4294-CF-86-2036
5180;63,04;2;62;3;4295;4295-AQ-159-19
5181;26,26;2;26;1;4296;4296-E-20-55
5182;71,16;2;67;4;4297;4297-A-747-17
5183;59,6;2;60;3;4298;4298-AL-174-60
5184;32,52;2;34;2;4299;4299-I-140-22
5185;77,61;2;75;4;4300;4300-Q-280-40
5186;32,29;2;32;2;4301;4301-G-20-25
5187;41,7;2;37;2;4302;4302-O-31-9
5188;40,02;2;37;2;4303;4303-BO-87-12
5189;41;2;41;3;4304;4304-D-129-16
5190;35,01;2;26;1;4305;4305-K-162-31
5191;19,6;2;15;1;4306;4306-L-156-1
5192;46,1;2;48;2;4307;4307-B-112-5
5193;22,23;2;24;1;4308;4308-AG-140-8
5194;20,9;2;20;2;4309;4309-AF-29-40
5195;95;2;103;4;4310;4310-AD-460-83
5196;31,39;2;30;1;4311;4311-AE-4-34
5197;52,59;2;52;2;4312;4312-BU-114-405
5198;28,06;2;28;1;4313;4313-DI-83-42
5199;27,49;2;30;1;4313;4313-DI-83-39
5200;88,53;2;98;5;4314;4314-F-15-7
5201;9,71;2;20;1;4315;4315-N-3-48
5202;58,78;2;57;3;4316;4316-AH-193-115
5203;57,28;2;57;3;4316;4316-AH-193-135
5204;37,3;2;38;1;4317;4317-M-303-7
5205;96,88;2;111;3;4318;4318-P-57-9
5206;65,16;2;65;3;4319;4319-AD-95-316
5207;76,03;2;75;4;4320;4320-AL-341-1
5208;63,55;2;66;3;4321;4321-AS-384-138
5209;72,99;2;72;4;4322;4322-BI-236-42
5210;49;2;48;3;4323;4323-BS-1031-118
5211;33,91;2;34;2;4324;4324-BT-388-23
5212;32,79;2;37;2;4325;4325-AH-425-10
5213;46,88;2;47;2;4326;4326-HK-123-3
5214;79,45;2;79;4;4327;4327-BI-185-166
5215;62,19;2;62;3;4328;4328-AH-451-95
5216;81,09;1;81;4;4329;4329-B-623-4
5217;43,8;2;40;2;4330;4330-AL-145-13
5218;109,18;1;109;6;4331;4331-AE-5-98
5219;38,3;2;41;2;4332;4332-AE-227-105
5220;86,58;1;88;4;4333;4333-AD-474-112
5221;48,32;2;46;2;4334;4334-AI-617-55
5222;71,01;2;75;3;4335;4335-AE-166-1
5223;19,4;2;20;1;4335;4335-AE-166-16
5224;41,88;2;42;2;4336;4336-AL-697-77
5225;60,3;2;49;1;4337;4337-AB-543-19
5226;68,73;2;67;4;4338;4338-BN-17-50
5227;20,5;2;19;1;4339;4339-R-718-234
5228;34,73;2;35;2;4339;4339-R-718-211
5229;34,86;2;35;2;4339;4339-R-718-198
5230;29,85;2;29;1;4340;4340-AB-98-103
5231;43,3;2;47;2;4341;4341-F-410-3
5232;66,06;2;65;3;4342;4342-DI-161-502
5233;29,54;2;24;1;4343;4343-AV-6-704
5234;25,04;2;25;1;4343;4343-AV-6-686
5235;20,18;2;20;1;4344;4344-BH-43-26
5236;23,53;2;23;2;4345;4345-AE-238-912
5237;24,16;2;24;2;4345;4345-AE-238-1042
5238;23,5;2;23;2;4345;4345-AE-238-1039
5239;83,89;2;87;4;4346;4346-IO-437-5
5240;94,96;1;93;4;4347;4347-MW-311-14
5241;29,84;2;29;1;4348;4348-AT-117-24
5242;70,1;2;67;4;4349;4349-CN-1-325
5243;46,64;2;47;2;4350;4350-BO-358-19
5244;118,79;1;139;4;4351;4351-BP-261-7
5245;60,85;2;55;3;4352;4352-AV-905-1
5246;64,04;2;62;3;4353;4353-AN-732-6
5247;70,4;2;71;3;4354;4354-BN-236-3
5248;37,8;2;58;3;4355;4355-AH-724-304
5249;12,42;2;12;1;4356;4356-C-2034-7
5250;87,02;2;86;5;4357;4357-AB-77-5
5251;26,48;2;21;1;4358;4358-AC-18-31
5252;85,38;2;82;5;4359;4359-AD-873-354
5253;32,06;2;31;2;4360;4360-A-1351-4
5254;33,03;2;32;1;4361;4361-AT-120-17
5255;31,18;2;31;1;4362;4362-A-4063-126
5256;65,4;2;60;3;4363;4363-AP-282-25
5257;37,5;2;40;1;4364;4364-BC-5-11
5258;69,21;1;87;2;4365;4365-AD-638-2
5259;58,87;2;58;3;4366;4366-AH-134-22
5260;65,96;2;64;3;4366;4366-AH-134-60
5261;29,7;2;30;2;4367;4367-228-DI-13-22
5262;28,89;2;26;2;4367;4367-228-DI-13-12
5263;33,83;1;40;3;4368;4368-ZE-28-15
5264;50,32;2;51;2;4369;4369-AE-102-192
5265;86,01;2;85;3;4369;4369-AE-102-111
5266;24,1;2;24;1;4370;4370-AC-273-8
5267;33,93;2;32;1;4370;4370-AC-273-2
5268;62,03;2;64;3;4371;4371-BK-7-2
5269;30,23;2;30;1;4372;4372-B-889-9
5270;138,03;2;137;5;4373;4373-AN-149-169
5271;68,11;2;65;3;4374;4374-AD-151-4
5272;19,72;2;19;1;4375;4375-A-871-71
5273;18,84;2;18;1;4376;4376-C-233-54
5274;18,44;2;18;1;4376;4376-C-233-69
5275;97,04;2;112;4;4377;4377-BS-446-274
5276;23,15;2;23;1;4378;4378-BT-123-161
5277;35,25;2;38;2;4379;4379-AC-34-3
5278;30,01;2;35;1;4380;4380-AC-69-38
5279;89,63;2;62;3;4381;4381-BY-313-101
5280;28,29;2;28;1;4382;4382-AZ-728-1048
5281;70,15;2;70;3;4382;4382-AZ-728-1047
5282;42,1;2;43;2;4383;4383-CD-51-88
5283;86,82;2;87;3;4384;4384-LS-292-17
5284;29,29;2;32;1;4385;4385-AL-528-169
5285;105,55;2;120;4;4386;4386-AV-31-1
5286;22,42;2;21;2;4387;4387-AC-46-105
5287;21,14;2;21;1;4388;4388-AR-65-66
5288;20,71;2;21;1;4388;4388-AR-65-88
5289;27,35;2;28;2;4389;4389-AV-203-909
5290;21,43;2;24;2;4390;4390-AP-357-2
5291;26,58;2;25;1;4391;4391-AW-1-3016
5292;60,11;2;60;3;4392;4392-AM-327-5
5293;72,84;2;75;4;4393;4393-AE-902-2
5294;60;2;65;4;4394;4394-C-1578-2
5295;21,2;2;19;2;4395;4395-EB-278-14
5296;50,37;2;51;3;4396;4396-AR-249-137
5297;37,74;2;37;2;4397;4397-AD-209-1
5298;55,3;2;62;3;4398;4398-CD-2055-90
5299;38,6;2;40;2;4399;4399-AB-522-2
5300;38,69;2;40;2;4400;4400-801-H-62-72
5301;256,55;2;265;7;4401;4401-806-A-8-5
5302;34,43;2;30;2;4402;4402-811-M-43-13
5303;30,81;2;30;2;4403;4403-825-B-364-3
5304;60,45;2;75;3;4404;4404-828-K-54-2
5305;36,6;2;45;2;4405;4405-843-N-29-6
5306;21,19;2;21;1;4406;4406-847-D-127-36
5307;60,6;2;60;3;4407;4407-850-D-244-160
5308;63,64;2;63;4;4408;4408-853-H-120-409
5309;61,1;2;61;4;4408;4408-853-H-120-216
5310;51,29;2;51;3;4408;4408-853-H-120-261
5311;63,98;2;63;3;4409;4409-888-B-201-112
5312;68,4;2;68;3;4409;4409-888-B-201-103
5313;39,57;2;40;2;4410;4410-888-D-9-143
5314;43,82;2;40;2;4411;4411-892-A-97-78
5315;85,19;2;86;4;4412;4412-893-AB-35-365
5316;31,52;2;35;2;4413;4413-905-I-14-1
5317;29,67;2;29;1;4414;4414-AL-62-103
5318;23,78;2;24;1;4414;4414-AL-62-54
5319;48,39;2;50;2;4415;4415-AM-146-3
5320;83,53;1;82;4;4416;4416-AD-1-29
5321;59,81;2;60;3;4417;4417-DN-208-14
5322;58,66;2;60;3;4418;4418-AL-3-5
5323;51,25;2;50;1;4419;4419-AI-67-1
5324;83,36;1;86;4;4420;4420-AC-32-2
5325;58,64;2;63;3;4421;4421-AB-253-3
5326;49,19;2;50;2;4422;4422-CM-390-14
5327;64,88;2;69;3;4423;4423-AK-201-2
5328;123,69;2;110;4;4424;4424-AS-240-2
5329;47,8;2;47;3;4425;4425-AZ-246-10
5330;55,6;2;54;3;4426;4426-AY-395-29
5331;77,2;2;78;2;4427;4427-CM-268-10
5332;49,61;2;49;2;4428;4428-AI-434-4
5333;39,95;2;44;1;4429;4429-826-AD-381-28
5334;73,77;2;77;3;4430;4430-AE-437-35
5335;102,35;1;126;4;4431;4431-AM-470-1
5336;19;2;18;1;4432;4432-IH-138-111
5337;69,25;2;69;3;4433;4433-BH-171-26
5338;79,61;2;78;4;4434;4434-BL-32-102
5339;105,82;2;106;5;4434;4434-BL-32-57
5340;52,61;2;52;3;4435;4435-D-34-77
5341;31,71;2;32;2;4435;4435-D-34-172
5342;52,59;2;52;3;4435;4435-D-34-181
5343;53,21;2;55;3;4436;4436-LK-155-43
5344;68,54;2;69;3;4437;4437-BI-191-2
5345;59,35;2;57;3;4438;4438-CO-441-10
5346;40,69;2;40;2;4439;4439-DS-415-99
5347;39,14;2;39;2;4440;4440-KE-186-911
5348;35,29;2;36;2;4440;4440-KE-186-538
5349;89,65;1;63;4;4441;4441-BS-51-2
5350;53,79;2;56;3;4442;4442-CL-442-24
5351;63,76;2;65;3;4442;4442-CL-442-14
5352;25,56;2;26;2;4443;4443-KD-4-234
5353;47,31;2;47;2;4444;4444-AO-351-24
5354;80,83;1;83;4;4445;4445-AW-366-2
5355;35,08;2;33;3;4446;4446-AN-325-9
5356;32,66;2;32;2;4447;4447-BK-1-52
5357;44,29;1;21;2;4448;4448-BL-45-253
5358;27,65;1;33;3;4448;4448-BL-45-188
5359;56,01;1;47;3;4448;4448-BL-45-355
5360;37,48;1;38;2;4448;4448-BL-45-102
5361;32,77;1;48;2;4448;4448-BL-45-180
5362;37,13;1;35;3;4448;4448-BL-45-16
5363;33,21;2;33;2;4449;4449-CI-67-25
5364;66,8;2;67;3;4450;4450-ZK-409-1
5365;67,8;2;67;3;4451;4451-73-AO-921-19
5366;68,1;2;67;3;4451;4451-73-AO-921-14
5367;36,72;2;15;1;4452;4452-BV-204-10
5368;69,49;2;75;4;4453;4453-DK-149-4
5369;56,44;2;56;3;4454;4454-AC-328-49
5370;59,42;2;55;2;4455;4455-BI-33-11
5371;21,61;2;28;1;4456;4456-CS-54-61
5372;49,06;2;49;3;4457;4457-CX-122-191
5373;15,05;2;13;0;4458;4458-HL-45-9
5374;24,8;2;26;2;4459;4459-AC-522-1146
5375;92,6;2;95;4;4460;4460-AX-215-15
5376;64;2;70;4;4461;4461-AB-197-10
5377;73,5;2;69;3;4461;4461-AB-197-11
5378;8,2;2;64;1;4461;4461-AB-197-18
5379;71,85;2;70;4;4462;4462-AN-1152-6
5380;53,96;1;52;3;4463;4463-BS-169-5
5381;145;2;125;4;4464;4464-J-532-4
5382;43,12;1;43;3;4465;4465-AV-1-15
5383;83,62;2;82;4;4466;4466-AR-540-128
5384;78,15;2;76;4;4467;4467-BL-123-50
5385;87,46;2;88;4;4468;4468-AW-3-114
5386;92,53;1;85;5;4469;4469-KM-5-113
5387;82,34;2;80;3;4470;4470-MV-61-1
5388;21,1;2;40;1;4471;4471-AH-262-55
5389;22,39;2;36;1;4471;4471-AH-262-433
5390;44,71;2;47;1;4471;4471-AH-262-123
5391;29,62;2;29;1;4471;4471-AH-262-460
5392;45,82;2;47;2;4472;4472-BP-121-44
5393;55,28;1;64;2;4473;4473-YD-102-1
5394;66,1;2;64;4;4474;4474-BY-432-30
5395;66,87;2;67;3;4475;4475-HN-98-9
5396;18,43;2;18;1;4476;4476-WT-79-21120
5397;79,03;2;79;3;4477;4477-CL-51-2
5398;80,52;2;80;3;4477;4477-CL-51-3
5399;78,71;2;64;3;4478;4478-AN-388-4
5400;44,73;2;25;1;4479;4479-BH-381-1
5401;43,77;2;44;2;4480;4480-AY-545-13
5402;65,7;2;66;3;4481;4481-AY-590-1
5403;65,62;2;65;3;4482;4482-AI-141-99
5404;25,9;2;30;1;4483;4483-BL-15-111
5405;32,68;2;32;1;4484;4484-AW-202-12
5406;61,21;2;53;3;4485;4485-CZ-3-14
5407;135,21;2;135;6;4486;4486-DM-637-298
5408;37,14;2;37;1;4487;4487-ZY-40-1
5409;58,75;2;62;3;4488;4488-BZ-1282-32
5410;79,71;2;86;4;4488;4488-BZ-1282-29
5411;56,19;1;74;2;4489;4489-AC-452-2
5412;36,9;1;36;2;4490;4490-CR-105-235
5413;63,25;2;63;3;4491;4491-BV-165-1004
5414;62;2;61;3;4492;4492-AH-214-21
5415;48;2;49;1;4493;4493-DK-207-6
5416;32,5;2;34;1;4494;4494-AD-447-8
5417;63,63;2;63;3;4495;4495-AT-67-43
5418;51,45;2;51;2;4495;4495-AT-67-42
5419;68,98;2;69;3;4496;4496-AW-8-37
5420;35,31;2;40;2;4497;4497-AH-117-20
5421;25,87;2;57;3;4497;4497-AH-118-3
5422;35,8;2;40;2;4498;4498-BC-320-409
5423;39;2;38;1;4498;4498-BC-320-420
5424;128,52;2;133;4;4499;4499-AD-448-1
5425;35,9;2;41;2;4500;4500-AC-533-30
5426;71,58;2;66;3;4501;4501-AS-293-3
5427;58,87;2;55;3;4502;4502-AS-297-109
5428;84,15;2;84;4;4503;4503-AH-32-50
5429;51,72;2;51;2;4504;4504-BV-57-57
5430;30,18;2;29;1;4505;4505-AZ-608-13
5431;76,58;2;76;4;4506;4506-AI-69-26
5432;53;2;53;2;4507;4507-BD-51-2
5433;64,73;2;64;3;4508;4508-AL-157-70
5434;29,6;2;29;1;4508;4508-AL-157-60
5435;45,64;2;72;2;4509;4509-B-213-12
5436;73,88;2;82;3;4510;4510-H-406-5
5437;59,62;2;60;2;4511;4511-BV-41-28
5438;114,73;2;116;4;4512;4512-AL-57-2
5439;134,28;2;126;4;4512;4512-AL-57-15
5440;109,19;2;109;4;4513;4513-AS-75-3002
5441;28,84;2;37;1;4514;4514-AY-82-11
5442;170,75;2;190;5;4515;4515-AE-25-4
5443;77,43;2;80;4;4516;4516-BY-109-6
5444;22,03;2;20;1;4517;4517-BY-38-9
5445;23,89;2;25;2;4518;4518-CD-68-10
5446;8,5;2;10;1;4519;4519-AV-45-30
5447;103,65;2;103;5;4520;4520-BW-35-15
5448;11,83;2;14;1;4521;4521-AZ-114-15
5449;40,54;2;39;3;4522;4522-BC-49-20
5450;101,6;2;130;4;4523;4523-AS-55-26
5451;100,94;2;110;3;4523;4523-AS-55-16
5452;13,85;2;13;1;4524;4524-AC-72-5
5453;75,62;2;74;3;4524;4524-AC-72-255
5454;40,48;2;38;2;4525;4525-AT-53-56
5455;26,03;2;30;1;4526;4526-BV-19-3
5456;21,04;2;25;2;4527;4527-BX-21-15
5457;30,71;2;30;1;4528;4528-CB-69-12
5458;63,07;2;60;3;4529;4529-DD-15-5
5459;23,99;2;24;1;4530;4530-CV-12-25
5460;41,93;2;41;2;4530;4530-CV-12-142
5461;28,2;2;57;2;4531;4531-BR-144-13
5462;108,67;2;87;5;4532;4532-CL-32-16
5463;55,23;2;65;3;4533;4533-CO-40-43
5464;47,82;2;56;3;4534;4534-BQ-11-8
5465;42,27;2;44;2;4535;4535-BS-88-19
5466;23,15;2;23;2;4536;4536-BT-62-30
5467;27,75;2;27;2;4537;4537-BT-8-9
5468;24,86;2;25;1;4538;4538-CI-14-136
5469;19,92;2;20;1;4539;4539-DJ-70-105
5470;16,93;2;19;1;4540;4540-EM-9-402
5471;13,75;2;15;1;4540;4540-EM-9-403
5472;14,03;2;15;1;4540;4540-EM-9-405
5473;79,33;2;79;5;4541;4541-ES-7-241
5474;56,65;2;56;3;4541;4541-ES-7-423
5475;125,66;2;132;6;4542;4542-FZ-8-132
5476;113,5;2;105;4;4542;4542-FZ-8-110
5477;38,77;2;76;1;4543;4543-BS-2-175
5478;89,5;2;89;4;4544;4544-CI-115-29
5479;57,92;2;57;3;4545;4545-CL-71-23
5480;138,05;2;105;4;4546;4546-EC-71-28
5481;42,17;2;40;2;4547;4547-ED-1-13
5482;84,8;2;174;6;4548;4548-FU-4-45
5483;103,02;2;106;5;4549;4549-AL-112-11
5484;50,04;2;58;2;4550;4550-AL-61-36
5485;89,59;2;85;5;4551;4551-AR-22-9
5486;49,13;2;57;2;4551;4551-AR-22-26
5487;30,5;2;30;2;4552;4552-BZ-71-7
5488;92,41;2;91;4;4552;4552-BZ-71-35
5489;43,39;2;55;3;4553;4553-CP-112-8
5490;37,66;2;35;2;4554;4554-DI-178-12
5491;19,8;2;17;1;4555;4555-DL-59-2
5492;13,48;2;13;1;4556;4556-BE-59-223
5493;16,04;2;15;1;4556;4556-BE-59-250
5494;32,94;2;29;2;4557;4557-BO-56-34
5495;47,75;2;47;2;4558;4558-BS-70-5021
5496;48,09;2;55;3;4559;4559-DA-68-29
5497;30,73;2;23;1;4560;4560-EK-44-29
5498;48,74;2;49;2;4561;4561-CL-143-31
5499;21,89;2;26;2;4562;4562-CT-53-15
5500;51,55;2;45;2;4563;4563-AY-50-1
5501;74,21;2;64;4;4563;4563-AY-50-2
5502;95;1;59;4;4564;4564-AA-167-1
5503;73,99;2;73;4;4565;4565-YA-316-2
5504;55,76;2;55;1;4566;4566-AC-200-7
5505;25,46;2;26;1;4567;4567-AK-105-14
5506;20,74;2;17;1;4568;4568-AM-116-13
5507;112,94;1;100;5;4569;4569-C-782-2
5508;28,38;2;28;1;4570;4570-AH-345-291
5509;72,47;2;79;5;4571;4571-AK-74-39
5510;53,39;2;59;3;4572;4572-AL-212-19
