idAdresse;noVoie;B_T_Q;typeVoie;nomVoie;idcodeDepartement_codeCommune
9083;26;;RTE;DE COUTANCES;50165
9084;2;;RES;LES MAISONS DE LA PLAGE;50403
9085;104;;QUAI;BEATRIX DE GAVRE;53130
9086;117;;QUAI;PAUL BOUDET;53130
9087;16;;RUE;EMILE ZOLA;54115
9088;77;;RUE;SERGENT BLANDAN;54395
9089;16;;RUE;EMILE GALLE;54395
9090;5;;RUE;PIERRE MENDES FRANCE;58088
9091;31;;RUE;ESQUERMOISE;59350
9092;5;;RUE;FRANKLIN;59350
9093;40;;RUE;ROGER SALENGRO;59360
9094;1;;RUE;DE NOYON;60159
9095;25;;RUE;DE LA REPUBLIQUE;60395
9096;2;;RUE;MUTINOT;62160
9097;5;;RUE;DES COQUELICOTS;69027
9098;27;;BD;DE LA REPUBLIQUE;69040
9099;59;;RTE;DE PONTCHARRA;69200
9100;10;;CHE;DE LA CROIX PIVORT;69202
9101;652;;BD;PIERRE PASQUIER;69264
9102;2694;;RTE;DE STRASBOURG;69286
9103;110;;QUAI;PIERRE SCIZE;69385
9104;123;;RUE;DU CHATEAU DE LA DUCHERE;69389
9105;47;;RUE;PROFESSEUR PATEL;69389
9106;12;;RUE;BARON BOUVIER;70550
9107;13;;RUE;DE SOUS CASSAN;74012
9108;13;;RUE;DE LA FERRONNERIE;75101
9109;5;;RUE;JEAN JACQUES ROUSSEAU;75101
9110;169;;RUE;MONTMARTRE;75102
9111;62;;RUE;MONTMARTRE;75102
9112;40;;RUE;DE MONTMORENCY;75103
9113;67;;RUE;ST LOUIS EN L ILE;75104
9114;257;;RUE;SAINT JACQUES;75105
9115;2;;RUE;DU CANIVET;75106
9116;54;;RUE;DU COLISEE;75108
9117;29;;BD;DE COURCELLES;75108
9118;23;;RUE;PIERRE SEMARD;75109
9119;21;B;RUE;DE PARADIS;75110
9120;8;;CRS;DES PETITES ECURIES;75110
9121;6;;RUE;DES GONCOURT;75111
9122;2;B;PAS;DU CHEMIN VERT;75111
9123;110;;RUE;DE MONTREUIL;75111
9124;133;;AV;DU MAINE;75114
9125;288;;RUE;DE VAUGIRARD;75115
9126;34;;RUE;ERLANGER;75116
9127;4;B;RUE;PIERRE GUERIN;75116
9128;38;;RUE;PIERRE DEMOURS;75117
9129;11;B;RUE;AMPERE;75117
9130;8;;RUE;LECHAPELAIS;75117
9131;120;;RUE;NOLLET;75117
9132;72;;RUE;MARCADET;75118
9133;113;;RUE;DE MEAUX;75119
9134;103;;RUE;COMPANS;75119
9135;21;;RUE;MANIN;75119
9136;5;;RUE;DE L EST;75120
9137;22;;RUE;DU CAPITAINE MARCHAL;75120
9138;69;;AV;GAMBETTA;75120
9139;36;;RUE;DE LAGNY;75120
9140;62;;RUE;SYLVESTRE DUMESNIL;76647
9141;15;;RUE;CHARLES LEFEBVRE;77014
9142;16;;RUE;DE LA GARE;77014
9143;10;;ESP;DES GUINANDIERS;77018
9144;4;;RUE;PARMENTIER;77108
9145;13;;RUE;BERANGER;77186
9146;20;B;RUE;DU CENTRE;77251
9147;9;;ALL;DU HARAS;77258
9148;3;;ALL;GDE ALL DE LA FAISANDERIE;77258
9149;102;;RUE;DES LABOURS;77268
9150;31;;RUE;FATOU;77284
9151;69;;RUE;DE PARIS;77372
9152;60;;AV;LUCIEN BRUNET;77373
9153;2;;RUE;DES VIOLETTES;77390
9154;21;;RUE;DES GRISARDES;77431
9155;22;;ALL;DES TERRASSES;77468
9156;20;;ALL;DE LA CARAVELLE;77468
9157;5;;ALL;DU GRAND BREUIL;77468
9158;49;;RUE;DE LAGNY;77517
9159;14;;RUE;DES CHEVREFEUILLES;78262
9160;3;;RUE;PHILIBERT DELORME;78297
9161;12;;PARC;DE DIANE;78322
9162;1;;PL;LECLERC DE HAUTECLOQUE;78545
9163;9;;RUE;WALDECK ROUSSEAU;81065
9164;10;;RUE;D ELIE;82121
9165;128;;RUE;CHARLES GOUNOD;83009
9166;16;;RUE;DE L HOSPICE;83124
9167;567;;CC;119 DIT DU VIEUX REYNIER;83126
9168;53;;MTE;DES GALETS;83129
9169;2;;RUE;GABRIEL PERI;83130
9170;9001;;RES;DU PIN ROLLAND;83153
9171;4;;AV;CHARLES DE GAULLE;84092
9172;21;;RTE;DE LA MER;85194
9173;9001;;RES;GD VOILIER 2 MERLIN MARINE;85226
9174;59;;ESP;DE LA MER;85234
9175;30;;AV;DE LA PLAGE;85307
9176;26;;AV;GARIBALDI;87085
9177;62;;;GRAND RUE;88075
9178;11;;RUE;D ALSACE;88132
9179;5;;ALL;DES BICHES;91114
9180;10;;RUE;DE MONTJAY;91122
9181;12;;RES;GRANDES COUDRAIES;91272
9182;47;;RUE;WURTZ;91326
9183;36;;N;RTE NATIONALE;91330
9184;2;T;RUE;PDT FRANCOIS MITTERRAND;91345
9185;53;;AV;DE GANAY;91405
9186;17;;RUE;VERLAINE;91421
9187;8;;RUE;DU DOCTEUR OGE;91425
9188;2;;RUE;DE TREVOIX;91461
9189;40;;RUE;JEAN JAURES;91521
9190;56;;RUE;DES CHENES;91657
9191;11;;RUE;CHAMPLAIN;91687
9192;7;;RUE;FERNAND LEGER;91689
9193;46;;RUE;PIERRE LOTI;91691
9194;15;;RUE;DES PARISIENS;92004
9195;61;B;RUE;DES PEUPLIERS;92012
9196;34;;RUE;DES ABONDANCES;92012
9197;4;;RUE;HENRI MARROU;92019
9198;44;;AV;DE PARIS;92020
9199;117;;BD;DE VANVES;92020
9200;54;;BD;DE VERDUN;92026
9201;30;;RUE;LEON MAURICE NORDMANN;92035
9202;18;;AV;PIERRE LAROUSSE;92046
9203;80;;AV;HENRI GINOUX;92049
9204;65;T;RUE;GAMBETTA;92073
9205;17;;RUE;GARDENAT LAPOSTOL;92073
9206;5;;RUE;DES BAS ROGERS;92073
9207;7;;RUE;DU QUATRE SEPTEMBRE;92075
9208;2;;AV;QUESNAY;93046
9209;8;;IMP;ANTOINE WATTEAU;93049
9210;119;;AV;ARISTIDE BRIAND;93057
9211;61;B;RUE;PIERRE CURIE;93063
9212;7;;RUE;DU PRE GENTIL;93064
9213;53;;RUE;CRISTINO GARCIA;93066
9214;4;;ALL;DIDIER DAURAT;94021
9215;3;;AV;DU PT ROOSEVELT;94033
9216;38;;RUE;VEROLLOT;94041
9217;18;;AV;JEAN JAURES;94041
9218;13;;RUE;JEAN LE GALLEU;94041
9219;20;T;AV;DESCARTES;94044
9220;9;;RUE;CLAUDE BERNARD;94054
9221;12;;RES;DES CHENES;94059
9222;48;;AV;DE TUNIS;94068
9223;63;A;RUE;DU GENERAL DE GAULLE;94079
9224;61;;AV;STALINGRAD;95018
9225;131;;CHS;JULES CESAR;95051
9226;3;;AV;DE L EMBELLIE;95127
9227;8;;RUE;GEORGES JOYEUX;95205
9228;73;;RUE;DU GENERAL DE GAULLE;95210
9229;8;;RUE;VAN GOGH;95219
9230;12;;RUE;JEAN JACQUES ROUSSEAU;95219
9231;79;;AV;DES ADAGES;95306
9232;1;;CHE;DE MONTIGNY;95306
9233;2;;ALL;DU PALLADIO;95313
9234;7;;AV;MAURICE UTRILLO;95427
9235;6152;F;RES;LE PATIO D ACAJOU;97213
9236;13;;RUE;JEAN MONNET;1004
9237;77;J;LOT;CLOS CHAMP VRILLARD;1071
9238;94;;ALL;SIMON VAN DER MEER;1313
9239;14;;RUE;PORTE CROUY;2722
9240;2;B;RUE;JEAN DELAPLACE;2722
9241;9218;;;SERRE PAIX;5023
9242;5001;A;;LA CHAPELLE;5064
9243;1;;IMP;DU RESERVOIR;6012
9244;31;;AV;DES BUISSONS ARDENTS;6029
9245;34;;RUE;GEORGES CLEMENCEAU;6029
9246;10;;BD;DU NORD;6030
9247;19;;RUE;JACQUES DEMAS;6066
9248;230;;AV;DE LA LIBERTE;6155
9249;23;;RES;COTE SUD 2;11170
9250;9001;;RES;LES CYCLADES PORT LEUCATE;11202
9251;33;;RES;LES PLAGES D'ARGOS;11202
9252;7;;RUE;ELZEARD PREVOST;13022
9253;5088;F;CHE;DU PUITS ARMAND;13073
9254;4;;RUE;POIDS DE LA FARINE;13201
9255;10;;RUE;ELZEARD ROUGIER;13204
9256;128;;RUE;D AUBAGNE;13206
9257;46;;RUE;NAU;13206
9258;80;;BD;DE LA CORDERIE;13207
9259;122;;RUE;DU COMMANDANT ROLLAND;13208
9260;40;;BD;BOUYALA D ARNAUD;13212
9261;150;;RUE;RABELAIS;13216
9262;9001;;VC;RES QUAI SUD;14225
9263;10;;RUE;EMILE ATGIER;17369
9264;18;;RUE;DOC ROUX;19031
9265;41;;AV;DE PEN GUEN;22282
9266;3;;RUE;LAJUGIE;24037
9267;15;;RUE;D ARENES;25056
9268;1;;RUE;DE LA REPUBLIQUE;26057
9269;9001;;RUE;SULLY;26058
9270;4;;IMP;EDEN;26281
9271;69;;RUE;MARX DORMOY;26362
9272;5;;RLE;SAINT DENIS;27229
9273;18;;RUE;FLANDRES DUNKERQUE 40;28229
9274;3;;RUE;DES SEPT ILES;29232
9275;9038;;AV;PRESIDENT KENNEDY;2A004
9276;3;;RUE;COMTE BACCIOCHI;2A004
9277;7;;RUE;CLAUZEL;31555
9278;22;;CHE;CORDEAU;31555
9279;15;;ALL;LAMARTINE;33005
9280;52;;AV;THIERS;33063
9281;1;;PL;DE LA FERME RICHEMONT;33063
9282;8;;SQ;CHARLES DESPIAU;33281
9283;76;;AV;DE ST MEDARD;33281
9284;445;;AV;DE VERDUN;33281
9285;9;;ALL;DES TULIPES;33318
9286;12;B;AV;DE PLAISANCE;33554
9287;9;;AV;DES ARBOUSIERS;34032
9288;29;;RUE;DES SOURCES;34123
9289;;;RUE;DU VIEUX VILLAGE CARNON;34154
9290;1;;RUE;DE LA CARRIERASSE;34165
9291;13;;RUE;AZEMA;34172
9292;94;;RUE;MONTMORENCY;34301
9293;8;;RUE;DES CHARPENTIERS;35001
9294;18;;BD;VOLNEY;35238
9295;3;;RUE;ADOLPHE TOUFFAIT;35238
9296;4;;RUE;DE LA BUCLEE;38151
9297;44;;AV;DE GRUGLIASCO;38151
9298;41;;AV;DE LA MUZELLE MT DE LANS;38253
9299;93;;AV;JULES VALLES;38421
9300;27;;CHEM;DU VINAY;38474
9301;86;;;RIVOIRE DE LA DAME;38474
9302;69;;RUE;FAUBOURG SERMORENS;38563
9303;12;;RUE;DU MARCHE;39478
9304;17;;RUE;LABADIE;40088
9305;21;;AV;DE LA REPUBLIQUE;40088
9306;6;;IMP;AMAURY;40192
9307;8;;PL;DES ESTAGNOTS;40296
9308;26;;CHE;DES BULIEUX;42005
9309;5;;RUE;DES MOLIERES;42044
9310;10;;RUE;EDMOND CHARPENTIER;42218
9311;12;;RUE;DES STOCKS;44109
9312;109;;AV;DE LA FERRIERE;44114
9313;8;;RUE;DE LA CROIX BERNIER;44126
9314;212;;BD;OCEANIDES;44132
9315;10;;AV;JEAN ZAY;45234
9316;13;;PL;DE LA COMMUNE;45284
9317;9002;;RUE;ERNEST SARROU;47001
9318;26;;RUE;DU SOUCHET;49035
9319;4;;;RES MARION;49283
9320;32;;RES;DU STADE;50218
9321;116;;RUE;PONSARDIN;51454
9322;17;;ALL;DES POMMIERS;53130
9323;55;;AV;GENERAL LECLERC;54184
9324;5;;RUE;COURBET;54357
9325;9200;;RUE;DU COLONEL GRANDVAL;54395
9326;5;;RUE;STE GENEVIEVE BEAUSEJOUR;54451
9327;18;;RUE;ARAGO;59350
9328;545;;RUE;DU BAZINGHIEN;59360
9329;2;D;QUAI;DE CHERBOURG;59599
9330;5;C;RUE;GAMBETTA;60088
9331;4;;ALL;ARTHUR RIMBAUD;60175
9332;3;;RUE;JULES UHRY;60635
9333;104;;RUE;DE CALAIS;62765
9334;80;;;KIROLETAKO ATEKAMOTZA;64547
9335;16;;RUE;DU GAREL;69027
9336;41;;RUE;GAMBETTA;69290
9337;34;;QUAI;GAILLETON;69382
9338;76;;RUE;JACQUARD;69384
9339;29;;AV;DU POINT DU JOUR;69385
9340;6;;GR;GDE RUE DE VAISE;69389
9341;12;;RUE;DES REMPARTS;70311
9342;3;;RUE;DE NOIDANS;70550
9343;26;;PL;EDMOND DESAILLOUD;74056
9344;;;;LES HOUCHES;74143
9345;5137;A;;HONORAZ;74190
9346;610;;AV;DU MONT D ARBOIS;74236
9347;475;;ART;ANCIENNE RTE IMPERIALE;74256
9348;304;;RUE;SAINT HONORE;75101
9349;1;;RUE;DE HANOVRE;75102
9350;16;;RUE;MARIE STUART;75102
9351;57;;RUE;DE CLERY;75102
9352;8;;RUE;COCHIN;75105
9353;17;;RUE;JUSSIEU;75105
9354;83;;RUE;DU CARDINAL LEMOINE;75105
9355;88;B;BD;DE PORT ROYAL;75105
9356;5;;RUE;DU PONT DE LODI;75106
9357;1;;RUE;CASSETTE;75106
9358;85;;RUE;DES SAINTS PERES;75106
9359;150;;RUE;DE L UNIVERSITE;75107
9360;14;;CRS;ALBERT 1ER;75108
9361;43;;RUE;PIERRE FONTAINE;75109
9362;4;;PL;ESTIENNE D ORVES;75109
9363;25;;RUE;DE BELLEFOND;75109
9364;128;A;BD;VOLTAIRE;75111
9365;3;;;N 11;75111
9366;86;;AV;DE CHOISY;75113
9367;51;;BD;LEFEBVRE;75115
9368;366;;RUE;DE VAUGIRARD;75115
9369;37;;RUE;DE LA CROIX NIVERT;75115
9370;4;;;VIL DE L ASTROLABE;75115
9371;2;;RUE;SARASATE;75115
9372;104;;QUAI;LOUIS BLERIOT;75116
9373;69;;RUE;DE LA FAISANDERIE;75116
9374;3;;RUE;DE TRAKTIR;75116
9375;17;;RUE;DES ACACIAS;75117
9376;62;;RUE;DU MONT CENIS;75118
9377;14;;RUE;CLOVIS HUGUES;75119
9378;14;;RUE;BOTZARIS;75119
9379;25;;RUE;DU TUNNEL;75119
9380;78;;BD;DE BELLEVILLE;75120
9381;3;;RUE;LEFORT GONSSOLIN;76451
9382;40;;RUE;DE LA BROSSE;77121
9383;3;;RUE;DU COQ GRIS;77186
9384;70;;RUE;DE LA TOUR D'AUVERGNE;77258
9385;3;B;RUE;PAUL CLAUDEL;77284
9386;27;B;RUE;JEAN JAURES;77305
9387;19;;RUE;PORT DES FOSSES;77305
9388;10;;AV;CARNOT;77333
9389;35;;AV;CHARLES BALEZEAUX;77373
9390;2;;AV;JEAN BAPTISTE COROT;77390
9391;2;;RUE;DE LA GARE;77464
9392;19;;ALL;PIROUETTE;77468
9393;1;T;RUE;HENRI BARBUSSE;78073
9394;1;;RUE;THIERS;78089
9395;1;;RUE;DES COTES DE VANNES;78172
9396;7;;RUE;DE LA MONTJOIE;78367
9397;1;;RUE;MICHELET;78586
9398;26;;RUE;DE VILLACOUBLAY;78640
9399;9;;RUE;DES JACOBINS;80021
9400;3;;RUE;SYLVIUS;80021
9401;11;;RUE;JEAN FROISSART;80021
9402;45;;GR;GRANDE RUE;80039
9403;616;;AV;DE LA PLAGE;80333
9404;400;;RUE;HENRI LAPAUZE;82121
9405;27;;RUE;DU DOCTEUR LOUIS MARCON;83009
9406;3;;RUE;DU REAL;83012
9407;819;;COR;DES ILES D OR;83019
9408;5;;RUE;CLAUDE DURAND;83069
9409;9001;;RES;LES CIGALONS;83098
9410;14;B;AV;DE LA MER;83153
9411;9;;RUE;FREDERIC MISTRAL;84019
9412;9032;F;RTE;D ANSOUIS;84089
9413;44;;RUE;DES CROUZILLOUX;87085
9414;12;;RUE;CURIE;91114
9415;53;;RUE;CHARLES DE GAULLE;91122
9416;2;;SQ;DE PROVENCE;91161
9417;9;;RUE;DU GENERAL LECLERC;91174
9418;55;;RUE;FERAY;91174
9419;16;;AV;JEAN JAURES;91191
9420;5;;ALL;COROT;91200
9421;11;;RUE;DE LA DIVISION LECLERC;91339
9422;15;;RUE;DES CAPUCINES;91494
9423;16;;;PARC DE CHANTELOUP;91552
9424;25;;RUE;DES ROSSAYS;91589
9425;16;;RUE;JEAN MARIE DJIBAOU;91657
9426;6;;RUE;DES CAILLOUX;92024
9427;4;B;AV;JEAN JAURES;92046
9428;112;;AV;HENRI GINOUX;92049
9429;61;;AV;DE LA MARNE;92049
9430;95;;RUE;JEAN JAURES;92062
9431;40;B;RUE;DE FONTENAY;92071
9432;43;;RUE;DES CHENES;92073
9433;65;;RUE;CARNOT;92073
9434;4;;IMP;DES COMTOIS;93006
9435;43;B;RUE;EDOUARD VAILLANT;93010
9436;156;;AV;DES ARTS;93047
9437;14;;BD;HENRI BARBUSSE;93048
9438;15;;RUE;JULIETTE DODU;93048
9439;21;;RUE;GEORGES GAY;93053
9440;4;;RUE;MONTGOLFIER;93055
9441;1;;RUE;DENIS PAPIN;93055
9442;42;;AV;DE VERDUN;93063
9443;47;;AV;JEAN JAURES;93071
9444;13;;AV;P VAILLANT COUTURIER;93078
9445;1;;QUAI;MAGNE;94001
9446;121;;RUE;MARCELIN BERTHELOT;94002
9447;7;;AV;DU PRESIDENT WILSON;94016
9448;30;;AV;LOUIS GEORGEON;94016
9449;50;;AV;DUMOTEL;94016
9450;3;;AV;GENERAL DE GAULLE;94018
9451;35;;AV;DE GRAVELLE;94018
9452;10;;ALL;VAN GOGH;94044
9453;44;;RUE;DES HEROS NOGENTAIS;94052
9454;11;;ALL;LOUIS BREGUET;94054
9455;15;;RUE;GEORGES HUCHON;94080
9456;22;;RUE;MARGUERITE DURAS;94081
9457;11;;RUE;DU POIRIER FOURRIER;95018
9458;15;;RUE;GUY PATIN;95176
9459;47;;RUE;DES BUSSYS;95203
9460;8;;ALL;SAINT JOHN PERSE;95219
9461;21;;RUE;RAYMOND LAPCHIN;95280
9462;10;;GR;GRANDE RUE;95392
9463;13;B;RUE;DE L EPERON;95500
9464;1;;RUE;DES MARADAS BRUNS;95500
9465;9;;RUE;DES TERRES DE LA FERME;95572
9466;3;;RUE;DES ROCHES;97416
9467;24;;RUE;LAMARTINE;1033
9468;3;;RUE;DE LA RESISTANCE;2722
9469;7024;;;LES HAUTES PLAINES;4094
9470;5038;;;LE VILLAGE;4139
9471;14;;BD;MARECHAL FOCH;6004
9472;9003;;;LES SEMBOULES;6004
9473;13;;RUE;JULES FERRY;6012
9474;95;;AV;ROUMANILLE;6018
9475;223;;BD;DE LA SOURCE;6018
9476;5;;RUE;GUSTAVE DELOYE;6088
9477;3;;IMP;ALLEGRE;6155
9478;9010;;ESC;DE LA GARE;6159
9479;6;;AV;DE SAINT ESTEVE;6159
9480;14;;RUE;DE LA VALETTE;7010
9481;1;;PL;DE LA LIBERTE;7010
9482;18;;RUE;DE FONTANES;7010
9483;19;;PL;DES CORDELIERS;7010
9484;55;;RUE;AUGUSTE RENOIR;7102
9485;5651;;RUE;DES BRASSERIES;7201
9486;22;;RUE;JULES DIDIER;10333
9487;305;;CHE;ESPRIT JULIEN;13002
9488;4;;PL;D AMONT;13007
9489;584;;AV;D ALSACE;13028
9490;1691;;CHE;DES SEVERIERS;13028
9491;31;;PARC;DES VIEUX CYPRES;13213
9492;112;;RUE;ALPHONSE DAUDET;13213
9493;188;;AV;ROGER SALENGRO;13215
9494;12;;RUE;DU DOCTEUR MESLIER;16028
9495;17;;RUE;HENRI SELLIER;18033
9496;22;;PL;DU MARCHE;18197
9497;1;;RUE;DU PONT NEUF;22186
9498;2;;RUE;DU COLLEGE;25578
9499;5;;AV;DES BRUYERES;26058
9500;2;;RUE;VICTOR BOIRON;26281
9501;28;;QUAI;CHOPIN;26281
9502;1;B;RUE;DU BOIS;27119
9503;53;;RUE;DU DOURJACQ;29019
9504;13;;RUE;FREGATE LA THETIS;29019
9505;12;;CRS;GRANDVAL;2A004
9506;5168;;;L UOMO;2A035
9507;5087;C;;SORBELLA;2A228
9508;97;;PL;DE LA LIBERATION;2A272
9509;368;A;AV;JEAN JAURES;30133
9510;1;;RUE;EMILE KAHN;30189
9511;7;;ALL;GABRIELLE DE COIGNARD;31555
9512;88;;RUE;DES SABLIERES;33063
9513;96;;RUE;DE BELFORT;33063
9514;13;;RUE;DU COUVENT;33063
9515;4;;RUE;SAINT JOSEPH;33063
9516;32;;IMP;SAINT AMAND;33063
9517;2;;RUE;DES PROMENADES;33080
9518;22;;RUE;ROUGET DE L ISLE;33108
9519;9;;RUE;DU HUIT MAI 1945;33119
9520;1;;RUE;ARMAND DANEY;33199
9521;23;C;ALL;DE LA NEYRA;33199
9522;20;;IMP;DE L EMAILLERIE;33281
9523;2;;ALL;PISSARRO;33318
9524;5;;RUE;SALVADOR ALLENDE;33522
9525;1;;RUE;HAUTE DU PIOCH;34079
9526;9001;;AV;COMTES DE MELGUEIL  CARNON;34154
9527;35;;RUE;SAINT CLEOPHAS;34172
9528;21;;AV;ROGER COUDERC;34172
9529;27;;RUE;MONTMORENCY;34301
9530;95;;ALL;DES COLVERTS;34344
9531;255;;RUE;DE LA FOURBERIE;35287
9532;3;B;RUE;DE LA PAIX;40279
9533;205;;RUE;DU LAC EN BERNON;40287
9534;2;A;ALL;DES CHENES LIEGE;40310
9535;52;;AV;DU GEN DE GAULLE;40317
9536;7;;RUE;FERDINAND BUISSON;42095
9537;4;;RUE;DU HUIT MAI;42279
9538;12;;RUE;DE L ABBAYE;44109
9539;13;;RUE;HECTOR BERLIOZ;45147
9540;21;;RUE;PORTE DE SOLOGNE;45315
9541;90;;RUE;SAUMUROISE;49007
9542;22;;RUE;DU PORT;49090
9543;6;;PL;DE LA POISSONNERIE;50147
9544;211;;RUE;MAL JUIN;50502
9545;26;;RUE;JEAN LAMOUR;54395
9546;2;B;PROM;EMILIE DU CHATELET;54395
9547;23;;BD;DOCTEUR CATTENOZ;54578
9548;9;;RUE;BEAUVAIS;56121
9549;2;;RUE;VANTROYEN;59350
9550;14;;RUE;D EMMERIN;59350
9551;47;;RUE;FOURIER;59350
9552;3;;RUE;RACINE;59350
9553;203;;RUE;DE LILLE;59512
9554;26;;AV;DU MARECHAL DE LATTRE;59527
9555;68;;RUE;SAINTE HELENE;59527
9556;11;;RUE;DES PEIGNEURS;59599
9557;6;;RUE;DES ROYES;59606
9558;51;;RUE;CHARLES LESCOT;60509
9559;36;B;BD;DESAIX;63300
9560;42;;AV;BERANGER;63430
9561;18;;RUE;DES GENETS;69029
9562;5;;RUE;DU PENSIONNAT;69142
9563;1;;AV;AUGUSTE WISSEL;69143
9564;2;;PL;AMPERE;69143
9565;673;;CHE;DE LA PLAGE;69168
9566;6;;RUE;DE LA REPUBLIQUE;69233
9567;25;;RUE;STE CLAIRE;69264
9568;9;;AV;PIERRE MENDES FRANCE;72181
9569;67;;AV;FRANCOIS MITTERRAND;72181
9570;82;;PL;EDMOND DESAILLOUD;74056
9571;72;;RUE;D ASSAS;75106
9572;31;;RUE;BOISSY D ANGLAS;75108
9573;4;;RUE;MARTEL;75110
9574;8;;RUE;MARIE ET LOUISE;75110
9575;10;;RUE;LOUIS BLANC;75110
9576;115;;RUE;OBERKAMPF;75111
9577;19;;RUE;DES BLUETS;75111
9578;40;;RUE;DU RENDEZ VOUS;75112
9579;60;;AV;DU GAL MICHEL BIZOT;75112
9580;10;;PAS;MONTBRUN;75114
9581;177;;BD;BRUNE;75114
9582;15;;RUE;DES MORILLONS;75115
9583;6;;RUE;MIOLLIS;75115
9584;109;;BD;DE GRENELLE;75115
9585;4;A;RUE;ROBERT DE FLERS;75115
9586;93;;RUE;DE LA FAISANDERIE;75116
9587;2;;RUE;DEBROUSSE;75116
9588;14;;RUE;DU DOBROPOL;75117
9589;17;;AV;DE CLICHY;75117
9590;51;;RUE;DES BATIGNOLLES;75117
9591;11;A;RUE;SAINT LUC;75118
9592;92;;AV;DE FLANDRE;75119
9593;76;;RUE;DE CRIMEE;75119
9594;343;;RUE;DES PYRENEES;75120
9595;31;;RUE;DU CLOS;75120
9596;31;;BD;AMIRAL MOUCHEZ;76351
9597;195;;BD;FRANCOIS 1ER;76351
9598;601;;RTE;DE LYONS;76599
9599;67;;AV;DU MARECHAL LECLERC;77153
9600;36;;RUE;DU LYS;77249
9601;34;;RUE;DES CHESNOIS;77305
9602;4;;CRS;DU BUISSON;77337
9603;17;;AV;DU MAL FOCH;77390
9604;8;;AV;DU GEN LECLERC;77390
9605;1;B;RUE;DE L ILE;78190
9606;10;;RES;DES PLANTES;78224
9607;2;F;ALL;DE VILVERT;78322
9608;126;;AV;GENERAL DE GAULLE;78358
9609;29;;RUE;DE BRIE;78383
9610;6;;RUE;DES RUELLES;78401
9611;8;;RUE;ANTOINETTE VERNES;78517
9612;31;;RUE;DU VIEUX MARCHE;78551
9613;30;;RUE;DE SAINT EXUPERY;78586
9614;21;;RUE;MONTBAURON;78646
9615;4;;RLE;DES FILLES;80524
9616;558;;CHE;DE LA MER;83019
9617;360;;AV;AURELIENNE;83118
9618;220;;AV;NOEL VERLAQUE;83126
9619;50;;AV;JEAN JAURES;84106
9620;32;;RUE;DU CONSULAT;87085
9621;11;;PL;DES BANCS;87085
9622;11;;AV;DU MARECHAL NEY;91215
9623;16;;RUE;DE CHARPEAUX;91223
9624;12;;RUE;DU VALLON;91272
9625;14;;CHE;DE LA VIEILLE VIGNE;91377
9626;1;;RUE;LA FONTAINE;91386
9627;36;;RUE;DE LA CHAPELLE ST BLAISE;91405
9628;8;;RUE;PIERRE GILLES DE GENNES;91477
9629;2;;AV;GAMBETTA;91521
9630;30;;RUE;DU CHATEAU D'EAU;91521
9631;16;;RUE;DU DOCTEUR LOUIS BABIN;91552
9632;18;;RUE;BIZET;91570
9633;33;;RUE;HENRI DUNANT;91589
9634;2;;RUE;DES PIVOINES;91661
9635;210;;RUE;DES RABATS;92002
9636;54;;RUE;HENRI POINCARE;92004
9637;4;;ALL;ANATOLE FRANCE;92007
9638;33;;AV;DE VERDUN;92020
9639;27;;BD;DE VERDUN;92026
9640;40;;AV;PASTEUR;92026
9641;2;;RUE;DU DOCTEUR DEBAT;92033
9642;53;;RUE;JEAN MERMOZ;92033
9643;21;;RUE;D ESTIENNE D ORVES;92040
9644;9;;RUE;DE LA VANNE;92049
9645;9;;RUE;HENRI BARBUSSE;92050
9646;81;;RUE;CARNOT;92073
9647;2;;AV;VICTOR HUGO;92075
9648;1;;CHE;DU MARCREUX;93001
9649;11;;RUE;ANTOINE PANIER;93006
9650;1;;RUE;DES FOUGERES;93033
9651;71;;RUE;DES SORINS;93048
9652;2;B;AV;PAUL DOUMER;93049
9653;3;;RUE;DE REIMS;93051
9654;190;;AV;ELISEE RECLUS;93059
9655;7;;RUE;DU CPT SOYER;93061
9656;1;;PL;GEN DE GAULLE;93062
9657;1;;ALL;MARYSE HILSZ;93071
9658;75;;AV;DU GEN CHARLES DE GAULLE;93074
9659;18;;RUE;DES CAPUCINES;93077
9660;73;;RUE;DE CHARENTON;94002
9661;9;;RUE;EMILE GOEURY;94002
9662;37;;QUAI;CARRIERES;94018
9663;12;;RUE;DE LA PLUMERETTE;94028
9664;23;;RUE;MAUCONSEIL;94033
9665;2;;RUE;DE LA BERGERE;94038
9666;71;;BD;PAUL VAILLANT COUTURIER;94038
9667;5;;RUE;DES HERBAGES DE SEZE;94044
9668;72;;AV;LEDRU ROLLIN;94058
9669;5;;RES;LES CLOSEAUX;94065
9670;36;;AV;LUCIEN GRELINGER;94065
9671;2;B;RUE;DE L ABBE POUCHARD;94067
9672;50;;AV;DE LA LIBERATION;94068
9673;112;;BD;DE LA LIBERATION;94080
9674;36;;RUE;JEAN MOULIN;94080
9675;32;;RUE;EDOUARD BOURCHY;95052
9676;6;;RUE;HENRI DUNANT;95203
9677;4;;RUE;JEAN GOUJON;95268
9678;19;;RUE;AUX PERLES;95306
9679;4;;ALL;DU PALLADIO;95313
9680;3;;RUE;AUGUSTE RENOIR;95424
9681;1;;RUE;DU PLESSIS BOUCHARD;95424
9682;78;;RUE;DE LA PLANCHETTE;95539
9683;31;;RUE;DE PARIS;95539
